name,gender,meaning
Gunaratna,Male,Jewel of virtue
Gunin,Male,Virtuous
Gunina,Male,Lord Of all virtues. Lord Ganesh
Gunjan,Male,Echo
Gunvant,Male,Virtuous
Gurbachan,Male,Promise of the guru
Gurcharan,Male,Feet of the guru
Gurdayal,Male,Compassionate guru
Gurdeep,Male,Lamp of the guru
Gurjas,Male,Fame of Lord
Gurman,Male,Heart of Guru
Gurmeet,Male,Friend of the guru
Gurmukh Gurnam,Male,Name of the guru
Gurpreet,Male,The loved one of the Guru or God
Gursharan,Male,Refuge at the guru
Guru,Male,"Teacher, master, priest"
Gurubachan,Male,the voice of the Guru
Gurucharan,Male,the feet of the Guru
Gurudas,Male,Servant of the guru
Gurudatt,Male,Bestowed by a Guru
Gurudutt,Male,Gift of the guru
Gurusharan,Male,refuge at the guru
Guruttam,Male,the Greatest Teacher
Gyan,Male,knowledge
Gyandev,Male,lord of knowledge
Gyaneshwar,Male,lord of knowledge
Haadiya,Male,guide to righteousness
Hakesh,Male,Lord of sound
Hana,Male,happiness
Hanan,Male,mercy
Hans,Male,swan
Hanshal,Male,Swan like
Hansin,Male,The universal Soul
Hansraaj,Male,king of swans
Hanuman,Male,Monkey God
Hanumant,Male,The monkey god
Har,Male,name of Shiva
Hara,Male,The Remover of Sins
Hardik,Male,heartfelt
Hareendra,Male,Lord Shiva
Harekrishna,Male,Lord Krishna
Haresh,Male,Lord Krishna
Hari,Male,name of Vishnu
Hariaksa,Male,Lord Shiva
Haricharan,Male,feet of the lord
Haridas,Male,servant of Hari
Harigopal,Male,lord krishna
Harihar,Male,Shiva and Vishnu together
Harij,Male,The horizon
Harilal,Male,son of Hari
Harinarayan,Male,Lord Vishnu
Harindra,Male,A tree
Harindranath,Male,lord of Hari
Hariprasad,Male,blessed by Lord Krishna
Haripreet,Male,Beloved of Gods
Hariram,Male,Lord Rama
Harishankar,Male,Lord Shiva
Harishchandra,Male,king of Surya dynasty
Harit,Male,green
Haritbaran,Male,green
Harivansh,Male,belonging to the family of Hari
Harivilaas,Male,the abode of Hari
Harjeet,Male,victorious
Harkrishna,Male,Lord Krishna
Harmendra,Male,the moon
Haroon,Male,Hope
Harsh,Male,happiness
Harsha,Male,"joy, delight"
Harshad,Male,one who showers joy
Harshal,Male,joyful
Harshavardhan,Male,creator of joy
Harshini,Male,joyful
Harshit,Male,joyous
Harshul,Male,deer
Harteij,Male,Radiance of Lord
Hasan,Male,Laughter
Hasit,Male,happy
Hasmukh,Male,Full of cheer
Hastin,Male,elephant
Havish,Male,Lord Shiva
Hem,Male,Gold; Lord Buddha
Hemaadri,Male,mountain of gold
Hemachandra,Male,golden moon
Hemadri,Male,Mountain of gold
Hemakesh,Male,Lord Shiva
Hemal,Male,body made of gold
Hemamdar,Male,golden creeper
Hemang,Male,body made of gold
Hemanga,Male,golden coloured
Hemant,Male,beautiful season of the year
Hemaprakash,Male,golden light
Hemaraj,Male,King of gold
Hemavatinandan,Male,son of Goddess Parvati
Hemchander,Male,golden moon
Hemdev,Male,Lord of wealth
Hemen,Male,The King of Gold
Hemendra,Male,lord of gold
Hemendu,Male,golden moon
Hemish,Male,Lord of the earth
Hemraaj,Male,king of gold
Hemayu,Male,one with a long life
Heramba,Male,belonging to Lord Ganesh
Hetal,Male,Cheerful
Himaadri,Male,snow mountain
Himanshu,Male,"moon, snow"
Himachal,Male,the Himalayas
Himanish,Male,Lord Shiva
Himank,Male,Diamond
Himmat,Male,courage
Himnish,Male,Lord Shiva
Hind,Male,India
Hindola,Male,a raga
Hiral,Male,wealthy
Hiranmaya,Male,made of gold
Hiranya,Male,a precious metal
Hiranyak,Male,Name of a Maharishi
Hiren,Male,Lord of the Diamonds
Hirendra,Male,lord of diamonds
Hiresh,Male,king of gems
Hitakrit,Male,"well wisher, well to do"
Hriday,Male,the heart
Hridayanath,Male,lord of the heart
Hridayesh,Male,lord of the heart
Hridyanshu,Male,"light from heart, moon"
Hrishi,Male,Pleasure
Hrishikesh,Male,"Lord of the senses, Vishnu"
Hrithik,Male,From the Heart
Huda,Male,right guidance
Ibhanan,Male,Lord Ganesh
Ichaa,Male,desire
Idaspati,Male,God of rain (Vishnu)
Idhant,Male,Luminous
Ijay,Male,Lord Vishnu
Ikshan,Male,Sight
Ikshit,Male,Desired/ done with intention
Ikshu,Male,sugarcane
Ilashpasti,Male,Lord of the earth
Ilesh,Male,lord of earth
Ilisa,Male,King of the Earth
Ina,Male,Lord Surya
Inas,Male,Capable; Sociability
Indeever,Male,Blue lotus
Indivar,Male,Lord Vishnu
Indra,Male,God of the skies
Indraarjun,Male,bright and brave Indra
Indradatt,Male,gift of Indra
Indradyumn,Male,splendour of Indra
Indrajit,Male,Victor over Indra
Indraneel,Male,emerald
Indrasen,Male,eldest of the Pandavas
Indrasena,Male,daughter of King Nala
Indubhushan,Male,the moon
Induj,Male,mercury ( planet )
Indukant,Male,moon
Indulal,Male,moon's lustre
Induleksh,Male,the moon
Indumal,Male,Lord Shiva
Indumauli,Male,Moon Crested
Indushekhar,Male,Shiva
Inesh,Male,Lord Vishnu
Inganam,Male,Knowledge
Inoday,Male,Sunrise
Ipsit,Male,desired
Iraj,Male,Lord Hanuman
Iravan,Male,King of ocean
Iravat,Male,Rain clouds
Iresh,Male,"Lord of earth, Vishnu"
Ish,Male,Lord Vishnu
Ishaan,Male,Lord Shiva
Ishan,Male,The lord of wealth
Ishana,Male,Another name for Lord Vishnu
Ishat,Male,Superior
Ishit,Male,one who desires to rule
Ishayu,Male,Full of strength
Ishir,Male,Another name for agni
Ishwar,Male,"powerful, the supreme god"
Jagadbandu,Male,Lord Krishna
Jagadeep,Male,Light of the world
Jagadhish,Male,Lord of the world
Jagadev,Male,lord of the world
Jagajeet,Male,Conquerer of the world
Jagajeevan,Male,Life of the world
Jaganmay,Male,spread over the universe
Jagannath,Male,Lord of the world
Jagat,Male,World
Jagatguru,Male,Preceptor of the World
Jagatkishor,Male,World child
Jagatprakash,Male,light of the world
Jagatprabhu,Male,God of the world
Jagatpal,Male,caretaker of the world (God)
Jagatveer,Male,bravest in the world (Jagveer)
Jagatbehari,Male,world traveler (Jagvihari)
Jagdeep,Male,Light of the Universe
Jagdeo,Male,God of the World
Jagdish,Male,King of the World
Jagesh,Male,Lord of the Universe
Jagger,Male,"Strong, Loyal"
Jagish,Male,Lord of the Universe
Jag Jeevan,Male,life of the world
Jagmohan,Male,One who attracts the world
Jagrav,Male,Awakened
Jahan,Male,the world
Jahi,Male,Dignified
Jahnu,Male,A Rishi
Jai,Male,Lord Shiva
Jaichand,Male,victory of the moon
Jaidayal,Male,victory of kindness
Jaideep,Male,Victory to the light
Jaidev,Male,God of victory
Jaigopal,Male,Victorious Lord Krishna
Jaikrishna,Male,victory of Lord Krishna
Jaiman,Male,Victorious
Jainarayan,Male,victory
Jaipal,Male,Lord Vishnu
Jairaj,Male,Lord of victory
Jairam,Male,Victory of Lord Rama
Jaisal,Male,famous folk
Jaisukh,Male,Happy victor
Jaithra,Male,Lord Vishnu
Jaival,Male,Life giving
Jaivant,Male,Victorious
Jaivardhan,Male,Lord Shiva
Jaiveer,Male,Victorious
Jakarious,Male,Peaceful friend
Jalbhushan,Male,ornament of water ( means wind)
Jaldev,Male,God of water (Lord Varun)
Jaldhar,Male,clouds
Jalendu,Male,moon in the water
Jalesh,Male,Lord of water
Jalsa,Male,celebratory procession
Janak,Male,"Father of Sita, creator"
Janakibhushan,Male,ornament of Janki
Janakidas,Male,servant of Janaki
Janakinath,Male,Lord Rama
Janakiraman,Male,husband of Janaki
Janamejay,Male,an ancient king
Janardan,Male,One who helps people
Janesh,Male,Lord of men
Jankesh,Male,Lord of His Subjects
Janmesh,Male,The King of his Kundli
Janu,Male,Soul; Life force
Japa,Male,chanting
Japendra,Male,lord of chants - Lord Shiva
Japesh,Male,Lord Shiva
Jasbeer,Male,victorious hero
Jashith,Male,Protector
Jaskaran,Male,Good deeds
Jaspal,Male,Lord Krishna
Jasraj,Male,King of fame
Jasveer,Male,Hero of fame
Jaswant,Male,Victorious (Yashwant)
Jataayu,Male,a semi-divine bird
Jatan,Male,Nurturing
Jatasya,Male,The Ocean
Jatin,Male,Lord Shiva
Javesh,Male,Related to god
Jawahar,Male,Gem
Jay,Male,Victory
Jayachand,Male,ancient king of Kannauj
Jayadeep,Male,Light of victory
Jayaditya,Male,Victorious sun
Jayakrishan,Male,victorious Krishna
Jayani,Male,Conqueror. Lord Krishna
Jayant,Male,Victorious
Jayapal,Male,"king, Lord Vishnu, Lord Bramha"
Jayaprakash,Male,light of victory
Jayashekhar,Male,Crest of victory
Jayawant,Male,victorious
Jayendra,Male,Lord of victory
Jayesh,Male,Victor
Jayin,Male,Conqueror
Jaysukh,Male,Pleasure of victory
Jeeval,Male,full of life
Jeevan / Jeeva,Male,Life
Jeevanprakash,Male,light of life
Jeevaraaj,Male,lord of life
Jeevesh,Male,God
Jhulier,Male,Precious
Jhumar,Male,Child's plaything
Jigar,Male,Heart
Jignesh,Male,Intellectual Curiosity
Jimuta,Male,one of 108 names of the Sun God
Jina,Male,Lord Vishnu
Jinabhadra,Male,a Jain saint
Jinadev,Male,Lord of victory
Jinendra,Male,Lord of life
Jishnu,Male,Triumphant
Jitamitra,Male,Vanquisher of Foes
Jitendra,Male,Lord of conquerers
Jithvar,Male,"Victorious, who always win"
Jivaj,Male,Full of life
Jival,Male,Full of life
Jivana,Male,one of 108 names of the Sun God
Jivin,Male,to give life
Jivitesh,Male,god
Jivraj,Male,Lord of life
Jnyandeep,Male,Light of knowledge
Jnyaneshwar,Male,God of wisdom
Jogesh,Male,Lord Shiva
Joginder,Male,Lord Shiva
Jogindra,Male,Lord Shiva
Jograj,Male,Lord Shiva
Jugal,Male,Couple
Jugnu,Male,Fire
Jwala,Male,flame
Jwalant,Male,Luminous
Jwalia,Male,Lord Shiva
Jyestha,Male,The Eldest. Lord Vishnu
Jyotheesh,Male,provider of light (Vishnu)
Jyothish,Male,"Astrloger, provider of light"
Jyotichandra,Male,moonlight
Jyotindra,Male,lord of life
Jyotiprakash,Male,splendour of the flame
Jyotiranjan,Male,joyous flame
Jyotirdhar,Male,holder of the flame
Jyotirmaya,Male,imbued with light
Jwalaprasad,Male,Gift of flame
Kaaliya,Male,a huge serpent
Kaanan,Male,forest
Kaarikaa,Male,actress
Kaartikeya,Male,son of Shiva
Kaashinaath,Male,lord of Kaashi
Kabir,Male,name of a famous poet-saint
Kadamb,Male,name of a tree
Kaditula,Male,Sword
Kailash,Male,Abode of Lord Shiva
Kailashchandra,Male,Lord Shiva
Kailashnath,Male,Lord Shiva
Kairav,Male,White lotus
Kaivalya,Male,perfect isolation
Kaladhar,Male,one who shows different phases
Kalanath,Male,moon
Kalanidhi,Male,"moon, Lord Shiva"
Kalap,Male,Moon
Kalash,Male,sacred urn
Kaleecharan,Male,feet of goddess Kali
Kal-hans,Male,swan
Kalicharan,Male,feet of Goddess Kali
Kalidas,Male,servant of Goddess Kali
Kalimohan,Male,a devotee of Goddess Kali
Kaling,Male,a bird
Kaliranjan,Male,a devotee of Goddess Kali
Kalkin,Male,tenth incarnation of God Vishnu
Kallol,Male,shouts of joy
Kalpak,Male,A Heavenly tree
Kalpesh,Male,Lord of perfection
Kalyan,Male,welfare
Kamadev,Male,god of love and passions
Kamal,Male,lotus
Kamalaapati,Male,name of Lord Vishnu
Kamalaj,Male,Lord Brahama
Kamalakar,Male,Lord Vishnu
Kamalaksh,Male,with beautiful lotus -type eyes
Kamalanayan,Male,lotus eyed
Kamalbandhu,Male,brother of lotus ( sun)
Kamalesh,Male,one with eyes like a lotus
Kamalkant,Male,Lord Vishnu
Kamalnayan,Male,with beautiful lotus-type eyes
Kamalnath,Male,Lord Vishnu
Kamboj,Male,"conch shell, elephant"
Kamesh,Male,Lord of Love
Kamod,Male,a raga
Kamran,Male,success
Kamsantak,Male,Slayer of Kamsa.
Kanaiya,Male,Lord Krishna
Kanak,Male,gold
Kandarp,Male,God of love
Kanha,Male,Krishna
Kanhaiya,Male,Lord Krishna
Kanishk,Male,an ancient King
Kanj,Male,Lord Brahama
Kantilal,Male,lustrous
Kantimoy,Male,lustrous
Kanu,Male,Lord Krishna
Kanv,Male,name of a saint
Kanvar,Male,young prince
Kanwal,Male,lotus
Kanwaljeet,Male,lotus
Kanwalkishore,Male,lotus; Lord Krishna
Kapaali,Male,Lord Shiva
Kapi,Male,"monkey, sun"
Kapidhwaj,Male,one with monkey flag ( Arjun)
Kapil,Male,fair complexioned
Kapil Dev,Male,master of Kapil
Kapilashwar,Male,one with a white horse
Kapindra,Male,"king of monkeys, Hanuman"
Kapirath,Male,Lord Rama/Arjun
Kapish,Male,Lord Hanuman
Karan,Male,Instrument
Karmendra,Male,duty performer
Karmjit,Male,Winner over obstacles
Karna,Male,the first-born son of Kunti
Karnabhushan,Male,"ear ring, ear ornament"
Karnajeet,Male,conquerer of Karna ( i.e. Arjun)
Karnam,Male,Famed
Karnapriya,Male,something sweet to our ears
Karpoor,Male,camphor
Kartar,Male,Lord of creation
Kartik,Male,name of a Hindi month
Kartikeya,Male,elder son of Lord Shiva
Karuna,Male,merciful
Karunaanidhi,Male,sea of compassion
Karunakar,Male,merciful
Karunamaya,Male,full of compassion
Karunanidhi,Male,kindly hearted
Karunashankar,Male,merciful
Karunesh,Male,Lord of mercy
Kashi,Male,Luminous; Pilgrimage spot
Kashif,Male,a connoisseur
Kashinath,Male,Lord Shiva
Kashiprasad,Male,blessed by Lord Shiva
Kashyap,Male,name of a Vedic sage
Kasish,Male,Lord Shiva
Katyayan,Male,name of a grammarian
Kausar,Male,lake of paradise
Kaushal,Male,clever
Kaushalesh,Male,"lord Rama, king of Kaushal"
Kaushik,Male,an epithet of Vishwamitra
Kaustav,Male,gem worn by Lord Vishnu
Kaustubh,Male,Immortal
Kautik,Male,Joy
Kautilya,Male,name for Chanakya
Kaveesha,Male,Lord of Poets. Lord Ganesha
Kavel,Male,Lotus
Kavi,Male,poet
Kavin,Male,Handsome; Beautiful
Kavindra,Male,Poet or Poetess
Kaviraj,Male,doctor
Kavish,Male,King of poets; name of Lord Ganesh
Kayaan,Male,the name of a dynasty of King Kaikobad
Kedaar,Male,"a field, name of Shiva"
Kedarnath,Male,Lord Shiva
Keertan,Male,songs of worship
Keerthinath,Male,Famous person
Kesar,Male,saffron
Keshav,Male,Vishnu
Keshto,Male,Lord Hanuman
Ketak,Male,Flower
Ketan,Male,pure gold
Ketu,Male,Lord Shiva
Ketubh,Male,Cloud
Keva,Male,lotus
Keval,Male,only
Kevalkishore,Male,absolute
Kevalkumar,Male,absolute
Khagendra,Male,lord of the birds
Khagesh,Male,God of birds (Garuda)
Khairiya,Male,"charitable, good"
Khajit,Male,Lord Buddha
Kharanshu,Male,sun
Khemchand,Male,welfare
Khemprakash,Male,welfare
Khushal,Male,perfect
Khushwant,Male,one full of happiness
Kindam,Male,A Rishi in Indian Mythology
Kinshuk,Male,a flower
Kintan,Male,wearing a crown
Kiraat,Male,hunter
Kiran,Male,ray
Kirat,Male,Lord Shiva
Kiratidev,Male,Lord of light
Kireet,Male,crown
Kirin,Male,Poet
Kiritmani,Male,jewel in the crown
Kirtan,Male,song of praise
Kirti,Male,Fame
Kirtibhushan,Male,one adorned with fame
Kirtikumar,Male,famous
Kirtin,Male,Celebrated
Kirtivallabh,Male,aspirant of fame
Kishan,Male,Lord Krishna
Kishor,Male,a young boy
Kishore,Male,Lord Krishna
Kishorekumar,Male,young lad
Koshin,Male,A delicate bud
Koundinya,Male,Sage
Kovidh,Male,Wise
Kraanti,Male,revolution
Kripa,Male,has a twin sister Kripi
Kripal,Male,Compassionate
Kripanidhi,Male,one with heart full of mercy
Kripasagar,Male,ocean of mercy
Krish,Male,Shortform of Lord Krishna
Krishang,Male,Lord Shiva
Krishna,Male,"Avatar of Vishnu, God, black / dark"
Krishanu,Male,fire
Krishnachandra,Male,Lord Krishna
Krishnadeva,Male,Lord Krishna
Krishnakumar,Male,Lord Krishna
Krishnamurari,Male,Lord Krishna
Krishnamurthy,Male,Lord Krishna
Krishnendu,Male,Lord Krishna
Kritanu,Male,Skilled
Kritin,Male,"Skilled, wise, clever"
Krithik,Male,"son of Lord Shiva, Karthik"
Krivi,Male,Lord Shiva
Krupal,Male,Ruler of the world
Kshantu,Male,Patient
Kshaunish,Male,king
Kshemendra,Male,lord of welfare
Kshirin,Male,flower
Kshiraj,Male,"moon, lotus, conch -shell"
Kshitidhar,Male,mountain
Kshitij,Male,horizon
Kshrugal,Male,A name of God Shiva
Kuber,Male,god of riches
Kuberchand,Male,god of wealth
Kularanjan,Male,star of family
Kulbhooshan,Male,brings honour to the family
Kuldeep,Male,light of family
Kuldev,Male,family diety
Kumar,Male,young boy
Kumaresh,Male,Lord of youth
Kumud,Male,white lotus
Kumudesh,Male,Moon
Kumush,Male,Old and Ancient Man
Kunal,Male,son of King Ashoka
Kunda,Male,Lord Vishnu
Kundan,Male,gold
Kundanlal,Male,golden
Kunjabihari,Male,Lord Krishna
Kunsh,Male,Shining
Kunshi,Male,shining
Kunwar,Male,a prince
Kusagra,Male,a king
Kush,Male,son of Lord Rama
Kushad,Male,Talented
Kushal,Male,clever
Kushanu,Male,Fire
Kusumakar,Male,spring
Kusumesh,Male,Lord of flowers
Kuvam,Male,sun
Kuvar,Male,Fragrance
Kvanh,Male,Melodious sounds
Laabh,Male,profit
Laalamani,Male,ruby
Laavanya,Male,beauty
Lahar,Male,Wave
Lakhan,Male,Lord Rama's brother
Lakshan,Male,Aim
Laksh,Male,"aim, target"
Lakshman,Male,brother of Lord Rama
Lakshmikant,Male,"Vishnu, husband of Goddess Lakshmi"
Lakshanya,Male,one who achieves
Lakshmidhar,Male,Lord Vishnu
Lakshmigopal,Male,Lord Vishnu
Lakshminath,Male,Lord Vishnu
Lakshminarayan,Male,Lakshmi and Lord Vishnu together
Lakshmipati,Male,husband of Lakshmi
Lakshmiraman,Male,Lord Vishnu
Lakshya,Male,target
Lalam,Male,Jewel
Lalan,Male,nurturing
Lalchand Lalchandra,Male,red moon
Lalit,Male,"lovely, fine"
Lalitaditya,Male,beautiful sun
Lalitchandra,Male,beautiful moon
Lalitesh,Male,"God of beauty, husband of a beautiful wife"
Lalitkishore,Male,beautiful
Lalitkumar,Male,beautiful
Lalitlochan,Male,one with beautiful eyes
Lalitmohan,Male,beautiful and attractive
Lambodar,Male,Lord Ganesh
Laniban,Male,Lord Shiva
Lankesh,Male,Ravana
Larraj,Male,A sage
Lav,Male,"son of Lord Rama, fragment"
Lavitra,Male,Lord Shiva
Layak,Male,Capable
Lekh,Male,Document Likhit
Liladhar,Male,Lord Vishnu
Lochan,Male,bright eyes
Lohendra,Male,Lord of three worlds
Lohit,Male,"red, made of copper, Mars"
Lohitaksha,Male,Lord Vishnu
Lohitashwa,Male,"one with red horse, Fire"
Lokakriti,Male,Creator of the World.
Lokanetra,Male,Eye of the world
Lokapujya,Male,Worshipped by the Universe. A name for Lord Hanuman
Lokesh,Male,Lord Brahma
Lokbhushan,Male,Ornament of the world
Loknaath,Male,lord of the world
Lokpradeep,Male,Gautam Budha
Lokprakash,Male,light of the world
Lokranjan,Male,Lord Vishnu
Lomash,Male,A sage
Lukesh,Male,King of the empire
Luv,Male,Rama's twin son
Maadhav,Male,another name of Krishna
Maagh,Male,name of a Hindu month
Maalolan,Male,Name of Deity in Ahobilam
Maandhata,Male,an ancient King
Madan,Male,god of love
Madangopal,Male,lord Krishna
Madanmohan,Male,attractive and lovable
Maderu,Male,Worthy of praise
Madesh,Male,Lord Shiva
Madhav,Male,Lord Krishna
Madhavan,Male,Lord Krishna
Madhavdas,Male,servant of Lord Krishna
Madhu,Male,"honey, nectar"
Madhuban,Male,"Lord Vishnu, Flower Garden"
Madhuchanda,Male,pleasing metrical composition
Madhuk,Male,a honeybee
Madhukant,Male,moon
Madhukar,Male,"a bee, lover"
Madhup,Male,a bee
Madhur,Male,melodious
Madhusudan,Male,Lord Krishna
Madhusoodan,Male,name of Lord Krishna
Madin,Male,Delightful
Magan,Male,engrossed
Maha,Male,gazelle
Mahadev,Male,another name of Shiva
Mahaveer,Male,most powerful
Mahabahu,Male,Arjuna
Mahabala,Male,strength
Mahakaya,Male,Gigantic. Lord Hanuman
Mahaketu,Male,Lord Shiva
Mahakram,Male,Lord Vishnu
Mahamani,Male,Lord Shiva
Mahamati,Male,one with big brain (Ganesh)
Mahant,Male,Great
Mahanidhi,Male,Great Storehouse. Lord Shiva
Mahapurush,Male,"Great Being, Lord Rama"
Maharanth,Male,Pollen inside a flower
Maharshi,Male,a great saint
Mahasvin,Male,Glorious
Mahatru,Male,Lord Vishnu
Mahavir,Male,"a Jain prophet, also the super courageous one"
Maheepati,Male,the King
Mahendra,Male,Lord Vishnu
Mahesh,Male,"supreme god, name of Shiva"
Maheshwar,Male,another name of Shiva
Mahi,Male,the world
Mahin,Male,the earth
Mahipal,Male,a king
Mahipati,Male,king
Mahish,Male,ceremoniously crowned king
Mahit,Male,Honoured
Maitreya,Male,friendly
Makarand,Male,"honey, honey bee, pollen"
Makhesh,Male,Lord Krishna
Makrand,Male,Honey
Makul,Male,Bud
Malak,Male,angel
Malank,Male,King
Malay,Male,a garden of Indra
Malaya,Male,A Forest
Malhar,Male,a raga used in Indian music
Mallesh,Male,Lord Shiva
Mamraj,Male,Lord of affection
Manaal,Male,attainment; achievement
Manaar,Male,guiding light (lighthouse)
Manan,Male,thinking
Manas,Male,mind
Manav,Male,man
Manavendra,Male,a king
Mandaar,Male,a flower
Mandakranta,Male,a Sanskrit metre
Mandar,Male,a celestial tree
Mandeep,Male,light of the mind
Mandhatri,Male,prince
Maneendra,Male,lord of gems
Maneesh,Male,lord of the mind
Maneet,Male,One who wins heart
Manendra,Male,king of mind
Mangal,Male,a planet
Mangesh,Male,Lord Shiva
Manhar,Male,Lord Krishna
Mani,Male,gem
Manibhushan,Male,supreme gem
Manidhar,Male,snake with jewel in its hood
Manik,Male,ruby
Manikaant,Male,the blue jewel
Manikandan,Male,Lord Ayyappa's name
Manindra,Male,diamond
Maniram,Male,jewel of a person
Manish,Male,God of mind
Manishankar,Male,Lord Shiva
Manit,Male,highly respected
Manjeet,Male,conqueror of the mind
Manjughosh,Male,sweet sounding recitation
Manjul,Male,handsome
Manjyot,Male,light of the mind
Manmohan,Male,one who wins over the heart
Mannan,Male,Thought
Manohar,Male,one who wins over the mind
Manoj,Male,born of mind
Manojavaya,Male,whose mind has speed of Wind
Manomay,Male,Conqueror of Ones Heart
Manoranjan,Male,entertainment
Manorath,Male,desire
Manotej,Male,who has fast thinking
Manprasad,Male,mentally calm & cool person
Mansukh,Male,pleasing
Manthan,Male,Reflection through study
Mantram,Male,Holy Name. Lord Vishnu
Manu,Male,"the first human being, a sage"
Manuraj,Male,Kuber
Manvendra,Male,king among men
Manyu,Male,Mind
Maraal,Male,swan
Maraam,Male,aspiration
Mardav,Male,softness
Mareechi,Male,ray of light
Markandeya,Male,a devotee to Lord Shiva
Martand,Male,sun
Martanda,Male,the sun
Marudeva,Male,Lord of the desert
Marut,Male,wind
Maruti,Male,"Hanuman, Bhimsen"
Matanga,Male,"sage, advisor to Devi Lalita"
Matheysh,Male,Lord Shiva
Matsyendra,Male,lord of the fish
Maulik,Male,Precious
Mayank,Male,moon
Mayon,Male,the black God
